priority	match_kind	record_id	original	current_edition	proposed_edition	changes	authority	translation
A	whole-entry older exact	v94-diccionario-global-snp:009985	matalin	matalin	matlalin	insert l after t,current:insert l after t	1571 Molina 1:1 | 1571 Molina 2:1 | 1580 CF Index:1 | 1780 ? Bnf_361:1	nombre genérico de varias especies de plantas de la familia commelinaceae, algunas de flores azules y otras de flores blancas, se usan para alimentar a los animales domésticos y para humedecer los cafetales, se distinguen por color de tallo e inflorescencias. cierto tipo de hierba denominada matalín (commeiina coelestis). verde oscuro (adj.)
A	whole-entry older exact	v94-diccionario-global-snp:009990	mataltik	mataltic	matlaltic	current:insert l after t	1565 Sahagún Escolios:1 | 1571 Molina 1:1 | 1571 Molina 2:1 | 1580 CF Index:1 | 17?? Bnf_362:1	verde oscuro. (rayado en morado y blanco, con rayas moradas y blancas?)
A	whole-entry older exact	v94-diccionario-global-snp:009991	matalxochit	matalxochitl	matlalxochitl	-it>-itl,-t>-tl,current:insert l after t	1780 Clavijero:1	planta (iresine sp.) de la familia amaranthaceae, es una maleza
A	whole-entry older exact	v94-diccionario-global-snp:010015	matat	matatl	matlatl	-t>-tl,current:insert l after t	1765 Cortés y Zedeño:7 | 153? Trilingüe:1 | 1547 Olmos_G:1 | 1571 Molina 1:1 | 1580 CF Index:1	red de pescar. atarraya (red redonda para pescar). red, membrana. red en general
A	whole-entry older exact	v94-diccionario-global-snp:010023	matatsiniya	matatzinia	matlatzinia	current:insert l after t	1571 Molina 1:1 | 1571 Molina 2:1 | 1780 ? Bnf_361:1	vt. abofetear a alguien, dar bofetadas a alguien. dar un manotazo a alguien
A	whole-entry older exact	v94-diccionario-global-snp:010028	matauiya	matahuia	matlahuia	-uiya>-huia,current:insert l after t	1571 Molina 1:4 | 1571 Molina 2:2 | 1759 Paredes:2 | 17?? Bnf_362:1	vt. atrapar con red (animales). cortar con una bolsa parecida a una red los frutos de árbol (p.e. mamey, chininas, mango, etc.)
A	whole-entry older exact	v94-diccionario-global-snp:010298	maxtat	maxtatl	maxtlatl	-t>-tl,current:insert l after t	1580 CF Index:2 | 1547 Olmos_G:1 | 1571 Molina 1:1 | 1571 Molina 2:1 | 1580 Sahagún/Máynez:1	ceñidor, taparrabos (lo utilizaban los aztecas)
A	whole-entry older exact	v94-diccionario-global-snp:010333	mayaujkanti	mayauhcanti	mayauhcantli	current:insert l after t	1571 Molina 1:3 | 153? Trilingüe:1 | 1571 Molina 2:1 | 1780 ? Bnf_361:1	mano derecha
A	whole-entry older exact	v94-diccionario-global-snp:010467	metapil	metapilli	metlapilli	-il>-illi,-l>-lli,current:insert l after t	153? Trilingüe:1 | 1571 Molina 1:1 | 1571 Molina 2:1 | 1580 CF Index:1 | 1598 Tezozomoc:1	metapile, mano del metate con que se martaja el maíz cocido
A	whole-entry older exact	v94-diccionario-global-snp:010759	metsti	metzti	metztli	current:insert l after t	1571 Molina 1:4 | 17?? Bnf_362:4 | 153? Trilingüe:3 | 1692 Guerra:3 | 1580 CF Index:2	pie, pierna (sólo admite posesión enajenable). pata (de un animal o de un mueble). pie (unidad de medida). la huella de un pie
A	whole-entry older exact	v94-diccionario-global-snp:010760	metsti	metzti	metztli	current:insert l after t	1571 Molina 1:4 | 17?? Bnf_362:4 | 153? Trilingüe:3 | 1692 Guerra:3 | 1580 CF Index:2	luna. mes. menstruación
A	whole-entry older exact	v94-diccionario-global-snp:010827	metsuiya	metzhuiya	metzhuia	-uiya>-huia,current:-iya>-ia	1571 Molina 1:2 | 1571 Molina 2:2 | 17?? Bnf_362:2 | 1780 ? Bnf_361:2 | 153? Trilingüe:1	vi. menstruar
A	whole-entry older exact	v94-diccionario-global-snp:010943	michmatat	michmatatl	michmatlatl	-t>-tl,current:insert l after t	153? Trilingüe:1 | 1571 Molina 1:1 | 1571 Molina 2:1 | 17?? Bnf_362:1 | 1780 ? Bnf_361:1	red para pescar
A	whole-entry older exact	v94-diccionario-global-snp:010984	mijtotiya	mitotiya	mitotia	-tiya>-tia,-iya>-ia,current:-tiya>-tia+-iya>-ia	1580 CF Index:5 | 1579 Durán:1 | 1780 Clavijero:1	vi. bailar. bailar (una peonza o trompo)
A	whole-entry older exact	v94-diccionario-global-snp:011074	miktiya	mictiya	mictia	-tiya>-tia,-iya>-ia,current:-tiya>-tia+-iya>-ia	1765 Cortés y Zedeño:6 | 1571 Molina 2:4 | 1571 Molina 1:3 | 1645 Carochi:3 | 1780 ? Bnf_361:3	vi. padecer una parálisis en un miembro del cuerpo (lit. morírsele un miembro)
A	whole-entry older exact	v94-diccionario-global-snp:011154	misaj	miza	misa	j>zero	153? Trilingüe:2 | 1551-95 Documentos nahuas de la Ciudad de México:1 | 1571 Molina 1:1	misa
A	whole-entry older exact	v94-diccionario-global-snp:011161	misotalis	mizotaliztli	mizotlaliztli	current:insert l after t	1765 Cortés y Zedeño:3	nauseas, vómito
A	whole-entry older exact	v94-diccionario-global-snp:011168	mitoniya	mitoniya	mitonia	-iya>-ia,current:-iya>-ia	1580 CF Index:2	vi. sudar
A	whole-entry older exact	v94-diccionario-global-snp:011203	mixti	mixti	mixtli	insert l after t,current:insert l after t	1580 CF Index:2 | 153? Trilingüe:1 | 1547 Olmos_G:1 | 1565 Sahagún Escolios:1 | 1571 Molina 1:1	nube, neblina (no se pluraliza ni se cuantifica). niebla
A	whole-entry older exact	v94-diccionario-global-snp:011384	mopatani	mopatani	mopatlani	insert l after t,current:insert l after t	1571 Molina 1:2	cierta variedad de plátano o banana
A	whole-entry older exact	v94-diccionario-global-snp:011413	mosta uipta	mozta huiptla	moztla huiptla	current:insert l after t	1571 Molina 2:1	dentro de dos días. (pasado mañana?)
A	whole-entry older exact	v94-diccionario-global-snp:011418	mostatika	moztatica	moztlatica	current:insert l after t	1765 Cortés y Zedeño:1	al día siguiente
A	whole-entry older exact	v94-diccionario-global-snp:011435	motalolis	motaloliztli	motlaloliztli	-lis>-liztli,current:insert l after t	1765 Cortés y Zedeño:1	carrera pedestre
A	whole-entry older exact	v94-diccionario-global-snp:011783	nakastsonti	nacaztzonti	nacaztzontli	current:insert l after t	1580 CF Index:1	vello de la oreja
A	whole-entry older exact	v94-diccionario-global-snp:011793	nakatamal	nacatlamalli	nacatamalli	-al>-alli,-l>-lli	153? Trilingüe:1 | 1571 Molina 1:1 | 1571 Molina 2:1 | 1580 CF Index:1 | 1580 Sahagún/Máynez:1	tamal de carne, tamales hechos de mole o salsa con carne
A	whole-entry older exact	v94-diccionario-global-snp:012508	nenemiya	nenemiya	nenemia	-iya>-ia,current:-iya>-ia	1580 CF Index:2 | 1765 Cortés y Zedeño:2	vi. caminar, andar
A	whole-entry older exact	v94-diccionario-global-snp:012592	nepantajtij	nepantlati	nepantlatli	current:insert l after t	1571 Molina 1:1 | 1571 Molina 2:1 | 1780 ? Bnf_361:1	buenos días (se emplea este saludo después de las nueve de la mañana hasa la una de la tarde)
A	whole-entry older exact	v94-diccionario-global-snp:012658	netalolis	netaloliztli	netlaloliztli	-lis>-liztli,current:insert l after t	153? Trilingüe:4 | 1571 Molina 1:2 | 1571 Molina 2:1 | 1780 ? Bnf_361:1	corrida (acción de correr)
A	whole-entry older exact	v94-diccionario-global-snp:012680	netauelilis	netahueliliztli	netlahueliliztli	current:insert l after t	153? Trilingüe:2	(gusto, poder?)
A	whole-entry older exact	v94-diccionario-global-snp:012706	neteuilis	netehuiliztli	netlehuiliztli	current:insert l after t	1571 Molina 1:1 | 1571 Molina 2:1 | 1780 ? Bnf_361:1	guerra. lucha. batalla. combate. violencia
A	whole-entry older exact	v94-diccionario-global-snp:012829	nextiya	nextiya	nextia	-tiya>-tia,-iya>-ia,current:-tiya>-tia+-iya>-ia	1571 Molina 1:10 | 1571 Molina 2:4 | 1780 ? Bnf_361:4 | 1611 Arenas:3 | 1765 Cortés y Zedeño:3	vi. ponerse gris (p.e. al ensuciarse de polvo)
A	whole-entry older exact	v94-diccionario-global-snp:013020	nochti	nochti	nochtli	insert l after t,current:insert l after t	1571 Molina 1:1 | 1571 Molina 2:1 | 1580 CF Index:1 | 1580 Sahagún/Máynez:1 | 17?? Bnf_362:1	tuna, higo chumbo. (cierto tipo de cactus denominados popularmente garambullos?)
A	whole-entry older exact	v94-diccionario-global-snp:013403	ojti	oti	otli	current:insert l after t	1580 CF Index:4 | 1765 Cortés y Zedeño:3 | 153? Trilingüe:2 | 1571 Molina 1:2 | 1692 Guerra:2	camino, vereda. calle. carretera, carrilera. senda. calles (en plu.). posibilidad (metafórico). curso (de un río)
A	whole-entry older exact	v94-diccionario-global-snp:013409	ojtipan	otipan	otlipan	current:insert l after t	1580 CF Index:1	orilla del camino. en el camino, en las plazas, en las calles, en la carretera (adv.)
A	whole-entry older exact	v94-diccionario-global-snp:013512	okosinti	ococinti	ococintli	current:insert l after t	1580 CF Index:1	ocozintle, piña del pino u ocote (mazorca de ocote en México)
A	whole-entry older exact	v94-diccionario-global-snp:013682	ome metsti	ome metzti	ome metztli	current:insert l after t	1571 Molina 1:1 | 1571 Molina 2:1 | 1780 ? Bnf_361:1	febrero
A	whole-entry older exact	v94-diccionario-global-snp:013826	ontatsotsona	ontatzotzona	ontlatzotzona	current:insert l after t	1580 CF Index:1	vi. tocar allá (música)
A	whole-entry older exact	v94-diccionario-global-snp:013866	otstiya	otztiya	otztia	-tiya>-tia,-iya>-ia,current:-tiya>-tia+-iya>-ia	1765 Cortés y Zedeño:4 | 1571 Molina 1:3 | 1780 ? Bnf_361:3 | 1571 Molina 2:2 | 1547 Olmos_V ?:1	vi. estar embarazada
A	whole-entry older exact	v94-diccionario-global-snp:013985	pachti	pachti	pachtli	insert l after t,current:insert l after t	1571 Molina 1:2 | 1571 Molina 2:1 | 1579 Durán:1 | 1580 CF Index:1 | 17?? Bnf_362:1	poso de café que queda en el fondo después de hervirlo (asiento de café en México). bagazo o pulpa de algunos frutos como la caña y la naranja (con un sustantivo incorporado). musgo. basura del café. pachtle (planta de la familia de las bromeliáceas, que cuelga de las ramas de los árboles). heno, paja. paxtle, residuo. restos de hierbas
A	whole-entry older exact	v94-diccionario-global-snp:014022	pajpatachtik	papatachtic	papatlachtic	current:insert l after t	1580 CF Index:1	aplastado, que tiene una forma plana y ancha. ancho. aplanado
A	whole-entry older exact	v94-diccionario-global-snp:014029	pajpatani	papatani	papatlani	current:insert l after t	1580 CF Index:1	vi. volar
A	whole-entry older exact	v94-diccionario-global-snp:014040	pajpatauak	papatahuac	papatlahuac	current:insert l after t	1580 CF Index:1 | 1765 Cortés y Zedeño:1	ancho. amplio
A	whole-entry older exact	v94-diccionario-global-snp:014056	pajsoltiya	pazoltiya	pazoltia	current:-tiya>-tia+-iya>-ia	1580 CF Index:2 | 1765 Cortés y Zedeño:1	vi. desordenarse, quedar en desorden (p.e. objetos puestos en orden)
A	whole-entry older exact	v94-diccionario-global-snp:014391	panti	panti	pantli	insert l after t,current:insert l after t	153? Trilingüe:1	surco (en un terreno). fila. línea. par (numeral). muda (de ropa). bandera, estandarte. batallón, regimiento. grupo, conjunto (p.e. de niños). porción o parte de algo, un resto de algo. una parte (de una sustancia incontable, como agua). vez, veces, para una vez
A	whole-entry older exact	v94-diccionario-global-snp:014392	panti	panti	pantli	insert l after t,current:insert l after t	153? Trilingüe:1	espalda. dolor de espalda. culpar a alguien (verbo)
A	whole-entry older exact	v94-diccionario-global-snp:014461	papatani	papatani	papatlani	insert l after t,current:insert l after t	1580 CF Index:1	vi. revolotear. volar
A	whole-entry older exact	v94-diccionario-global-snp:014462	papatanij	papatani	papatlani	-anij>-ani,-nij>-ni,current:insert l after t	1580 CF Index:1	móviles
A	whole-entry older exact	v94-diccionario-global-snp:014463	papatantinemi	papatantinemi	papatlantinemi	insert l after t,current:insert l after t	1580 CF Index:1	vi. andar volando. (andar volando de un lado a otro?)
A	whole-entry older exact	v94-diccionario-global-snp:014468	papatauak	papatahuac	papatlahuac	current:insert l after t	1580 CF Index:1 | 1765 Cortés y Zedeño:1	ancho
A	whole-entry older exact	v94-diccionario-global-snp:014500	patachiui	patachihui	patlachihui	current:insert l after t	1580 CF Index:3	vi. aplastarse (cosas huecas y maleables, que se deforman o se aplanan pero no se rompen, p.e. un tubo)
A	whole-entry older exact	v94-diccionario-global-snp:014506	patachtik	patachtic	patlachtic	current:insert l after t	1551-95 Documentos nahuas de la Ciudad de México:1 | 1571 Molina 1:1 | 1571 Molina 2:1 | 1580 CF Index:1 | 1780 ? Bnf_361:1	ancho. achatado. aplanado. aplastado, porque alguien lo aplastó. aplastado, porque es de forma planta y ancha
A	whole-entry older exact	v94-diccionario-global-snp:014519	patani	patani	patlani	insert l after t,current:insert l after t	153? Trilingüe:3 | 1571 Molina 1:2 | 1571 Molina 2:2 | 1580 CF Index:2 | 1780 ? Bnf_361:2	vi. volar (un ave). volar, ascender. escapar
A	whole-entry older exact	v94-diccionario-global-snp:014521	patanilis	pataniliztli	patlaniliztli	-lis>-liztli,current:insert l after t	153? Trilingüe:1 | 1765 Cortés y Zedeño:1 | 1780 Clavijero:1	vuelo
A	whole-entry older exact	v94-diccionario-global-snp:014523	patantinemi	patantinemi	patlantinemi	insert l after t,current:insert l after t	1571 Molina 1:2 | 1580 CF Index:2 | 1571 Molina 2:1 | 1780 ? Bnf_361:1	vi. andar volando
A	whole-entry older exact	v94-diccionario-global-snp:014528	pataua	patahua	patlahua	current:insert l after t	1571 Molina 1:2 | 1571 Molina 2:2 | 1780 ? Bnf_361:2 | 153? Trilingüe:1 | 1547 Olmos_V ?:1	vt. extender algo que está doblado (p.e. tela o naylon). ensanchar, extender, ampliar. tenderse. estirar. vr. abrirse las hojas (p.e. las del cogollo conforme va creciendo, como el quelite de mafafa o el plátano). vr. extenderse. ensancharse. estirarse. expandirse. hacerse ancho. vi. ser amplio
A	whole-entry older exact	v94-diccionario-global-snp:014530	patauak	patahuac	patlahuac	current:insert l after t	1551-95 Documentos nahuas de la Ciudad de México:3 | 1580 CF Index:3 | 153? Trilingüe:1 | 1571 Molina 1:1 | 1571 Molina 2:1	ancho (p.e. un camino, un petate, una tela, un folio, etc.). amplio. plano. anchura (nombre)
A	whole-entry older exact	v94-diccionario-global-snp:014561	patouani	patohuani	patoani	oua>oa	1571 Molina 1:1 | 1571 Molina 2:1 | 1580 CF Index:1 | 1780 ? Bnf_361:1	jugador de dados, jugador de patoli
A	whole-entry older exact	v94-diccionario-global-snp:014579	patstiya	patztiya	patztia	-tiya>-tia,-iya>-ia,current:-tiya>-tia+-iya>-ia	153? Trilingüe:1	vi. aplastarse o apachurrarse (p.e. la fruta si se le pone algo pesado encima). desinflarse o pinsarse (p.e. un balón, un neumático, etc.)
A	whole-entry older exact	v94-diccionario-global-snp:014635	pejpetaua	pepetahua	pepetlahua	current:insert l after t	1571 Molina 1:4 | 1571 Molina 2:2 | 1780 ? Bnf_361:2 | 1780 Clavijero:2 | 17?? Bnf_362:1	vt. destapar a alguien (p.e. quitándole la manta, cobija en México). vr. alzarse el vestido una mujer. descubrirse, desnudarse
A	whole-entry older exact	v94-diccionario-global-snp:014655	pepetani	pepetani	pepetlani	insert l after t,current:insert l after t	153? Trilingüe:1 | 1580 CF Index:1 | 17?? Bnf_362:1	relampaguear
A	whole-entry older exact	v94-diccionario-global-snp:014693	pesoj	pezo	peso	j>zero	1551-95 Documentos nahuas de la Ciudad de México:1	tejón o coatí (nasua narica), mamífero de la familia procyonidae, su carne se come, es muy nocivo para las siembras de maíz
A	whole-entry older exact	v94-diccionario-global-snp:014694	pesoj	pezo	peso	j>zero	1551-95 Documentos nahuas de la Ciudad de México:1	peso, pesos (moneda de México)
A	whole-entry older exact	v94-diccionario-global-snp:014701	petakouat	petacoatl	petlacoatl	current:insert l after t	1580 Sahagún/Máynez:1 | 1780 Clavijero:1	cierta variedad de serpiente
A	whole-entry older exact	v94-diccionario-global-snp:014705	petani	petani	petlani	insert l after t,current:insert l after t	1571 Molina 1:1 | 1571 Molina 2:1 | 1580 CF Index:1 | 1645 Carochi:1 | 1780 ? Bnf_361:1	vi. brillar (p.e. lentejuelas o estrellas). destellar. relampaguear. resplandecer. deslumbrar. centellear
A	whole-entry older exact	v94-diccionario-global-snp:014713	petat	petatl	petlatl	-t>-tl,current:insert l after t	1547 Olmos_G:3 | 153? Trilingüe:2 | 1551-95 Documentos nahuas de la Ciudad de México:1 | 1571 Molina 1:1 | 1571 Molina 2:1	petate (estera tejida), estera. petate de palma (en zonas cálidas se utiliza para dormir). cama, camilla. estera para dormil
A	whole-entry older exact	v94-diccionario-global-snp:014715	petaua	petahua	petlahua	current:insert l after t	1571 Molina 1:7 | 1547 Olmos_V ?:4 | 1780 ? Bnf_361:4 | 1571 Molina 2:3 | 17?? Bnf_362:2	vt. desfundar o desenfundar, sacar algo de su funda o cubierta (p.e. un machete o navaja). pelar, quitarle la hoja a la mazorca o elote. desenvolver algo. descubrir. destapar. vr. desvestirse, destaparse
A	whole-entry older exact	v94-diccionario-global-snp:014723	petsti	petzti	petztli	current:insert l after t	1571 Molina 1:1 | 1571 Molina 2:1 | 1780 ? Bnf_361:1	(desnudarse parcialmente verbo? parcialmente desnudo adj.?)
A	whole-entry older exact	v94-diccionario-global-snp:014735	peualisti	pehualizti	pehualiztli	current:insert l after t	1765 Cortés y Zedeño:5 | 1571 Molina 1:3 | 153? Trilingüe:2 | 1780 ? Bnf_361:2 | 1571 Molina 2:1	comienzo, principio
A	whole-entry older exact	v94-diccionario-global-snp:014998	pipiniya	pipiniya	pipinia	-iya>-ia,current:-iya>-ia	1571 Molina 1:3 | 1571 Molina 2:2 | 1780 ? Bnf_361:2 | 1547 Olmos_G:1 | 1580 CF Index:1	vi. volverse o ponerse correoso o resistente a ser cortado (p.e. tortillas después de recalentadas, algunas carnes como la cecina, leña al no secarse bien, etc.)
A	whole-entry older exact	v94-diccionario-global-snp:015126	pitsti	pitzti	pitztli	current:insert l after t	1571 Molina 1:1 | 1571 Molina 2:1 | 1780 ? Bnf_361:1	puñetazo
A	whole-entry older exact	v94-diccionario-global-snp:015304	popoua	popoa	popohua	V-u-V>V-hu-V	1571 Molina 1:6 | 1629 Alarcón:3 | 1580 CF Index:2 | 17?? Bnf_362:2 | 1780 ? Bnf_361:2	vt. limpiar algo o a alguien (p.e. con un trapo, con hojas, con papel, limpiar a un niño pequeño que ha ido a hacer de viente, etc.). hacer una limpia curativa a alguien. sobar o frotar (p.e. el cuerpo del enfermo con el jugo medicinal de una planta). frotar algo (p.e. para secar los platos)
A	whole-entry older exact	v94-diccionario-global-snp:015334	posoniya	pozoniya	pozonia	-iya>-ia,current:-iya>-ia	1571 Molina 1:4 | 1780 ? Bnf_361:3 | 1547 Olmos_V ?:2 | 1692 Guerra:2 | 1565 Sahagún Escolios:1	vi. florecer. inflamarse
A	whole-entry older exact	v94-diccionario-global-snp:015456	presentaroua	precentaroa	presentaroa	oua>oa,-oua>-oa	1765 Cortés y Zedeño:1	vr. presentarse (p.e. en un lugar)
A	whole-entry older exact	v94-diccionario-global-snp:015492	resistiroua	Reciztiroa	resistiroa	oua>oa,-oua>-oa	1765 Cortés y Zedeño:1	vt. resistir algo, soportar algo
A	whole-entry older exact	v94-diccionario-global-snp:015653	sauatiya	zahuatiya	zahuatia	current:-tiya>-tia+-iya>-ia	17?? Bnf_362:1	vi. tener granos, ser granoso
A	whole-entry older exact	v94-diccionario-global-snp:015689	se metsti	ce metzti	ce metztli	current:insert l after t	1551-95 Documentos nahuas de la Ciudad de México:1	enero, mes de enero
A	whole-entry older exact	v94-diccionario-global-snp:015806	sekti	cecti	cectli	current:insert l after t	1645 Carochi:1	nieve. hielo. helado. la helada
A	whole-entry older exact	v94-diccionario-global-snp:015853	seltiya	celtiya	celtia	-tiya>-tia,-iya>-ia,current:-tiya>-tia+-iya>-ia	1571 Molina 1:1 | 1765 Cortés y Zedeño:1 | 1780 ? Bnf_361:1	vi. quedarse blando o ablandarse por la humedad (p.e. la piel de pies y manos por estar mucho rato en contacto extendido con el agua). reverdecer (p.e. una planta que se había marchitado)
A	whole-entry older exact	v94-diccionario-global-snp:016165	sentachiya	centlachiya	centlachia	current:-iya>-ia	153? Trilingüe:1	vt. mirar con sorpresa algo. quedarse mirando algo
A	whole-entry older exact	v94-diccionario-global-snp:016414	septiembrej	ceptiembre	septiembre	j>zero+ej>e	1551-95 Documentos nahuas de la Ciudad de México:1	septiembre
A	whole-entry older exact	v94-diccionario-global-snp:016532	sinti	cinti	cintli	current:insert l after t	1580 CF Index:3 | 1571 Molina 1:1 | 1571 Molina 2:1 | 1611 Arenas:1 | 1645 Carochi:1	mazorca. mazorca de maíz. maíz para ser cosechado, seco
A	whole-entry older exact	v94-diccionario-global-snp:016683	siuatayel	cihuatayelli	cihuatlayelli	current:insert l after t	1571 Molina 1:1 | 17?? Bnf_362:1	placenta
A	whole-entry older exact	v94-diccionario-global-snp:016723	siuiya	cihuiya	cihuia	-uiya>-huia,current:-iya>-ia	1611 Arenas:1	vi. (estar cansado?)
A	whole-entry older exact	v94-diccionario-global-snp:016932	tachialiya	tlachiyalia	tlachialia	-iya>-ia	1571 Molina 2:1 | 1645 Carochi:1	vt. ver o cuidar algo por o para alguien (p.e. una parcela, una casa), mirar o echar un ojo a algo en beneficio de alguien
A	whole-entry older exact	v94-diccionario-global-snp:017072	tachti	tlachti	tlachtli	current:insert l after t	1571 Molina 1:2 | 1780 ? Bnf_361:2 | 1571 Molina 2:1 | 1580 CF Index:1 | 1580 Sahagún/Máynez:1	juego de pelota
A	whole-entry older exact	v94-diccionario-global-snp:017159	taijtakol	tlaitacolli	tlaitlacolli	current:insert l after t	1571 Molina 1:3 | 1780 ? Bnf_361:3 | 1571 Molina 2:1	estropeado, deteriorado
A	whole-entry older exact	v94-diccionario-global-snp:017160	taijtakolis	tlaitacoliztli	tlaitlacoliztli	current:insert l after t	153? Trilingüe:2	daño
A	whole-entry older exact	v94-diccionario-global-snp:017554	tajtajtoua	tlatatoa	tlatlatoa	current:insert l after t	1571 Molina 1:2 | 1780 ? Bnf_361:2 | 1571 Molina 2:1 | 1580 CF Index:1	vi. hablar lentamente
A	whole-entry older exact	v94-diccionario-global-snp:017558	tajtakol	tlatacolli	tlatlacolli	current:insert l after t	153? Trilingüe:6 | 1571 Molina 1:5 | 1780 ? Bnf_361:5 | 1759 Paredes:4 | 1551-95 Documentos nahuas de la Ciudad de México:1	pecado, falta moral (egún la ética o moral de determinada religión). delito (según la ley). culpa, acción que tiene una consecuencia negativa. errores. imperfección. transgresión
A	whole-entry older exact	v94-diccionario-global-snp:017559	tajtakolchiua	tlatacolchihua	tlatlacolchihua	current:insert l after t	1580 CF Index:1	vi. pecar, cometer pecados
A	whole-entry older exact	v94-diccionario-global-snp:017561	tajtakolej	tlatacole	tlatlacole	current:insert l after t	1580 CF Index:1	pecador. persona culpable
A	whole-entry older exact	v94-diccionario-global-snp:017571	tajtakolnextiya	tlatacolnextia	tlatlacolnextia	current:insert l after t	1571 Molina 1:2 | 1780 ? Bnf_361:2 | 1571 Molina 2:1 | 17?? Bnf_362:1	vt. mostrarle a alguien sus pecados
A	whole-entry older exact	v94-diccionario-global-snp:017574	tajtakoltiya	tlatacoltia	tlatlacoltia	current:insert l after t	1780 ? Bnf_361:3 | 1551-95 Documentos nahuas de la Ciudad de México:2 | 1571 Molina 1:2 | 1571 Molina 2:2 | 1692 Guerra:1	vt. culpar a alguien de algo, acusar a alguien. echar la culpa de algo a alguien. cometer el error de culpar de algo a alguien inocente. responsabilizar, cargarle de la responsabilidad a alguien de una acción o suceso (p.e. de un delito). culpabilizar a alguien de algo. vr. culparse, tener sentimiento de culpa. echarse la culpa. sentirse culpable (de algo)
A	whole-entry older exact	v94-diccionario-global-snp:017578	tajtakoua	tlatacoa	tlatlacoa	current:insert l after t	1629 Alarcón:3 | 1547 Olmos_V ?:1 | 1571 Molina 2:1 | 1580 CF Index:1 | 1645 Carochi:1	vi. pecar, hacer mal
A	whole-entry older exact	v94-diccionario-global-snp:017579	tajtakouani	tlatacoani	tlatlacoani	current:insert l after t	153? Trilingüe:2 | 1571 Molina 1:2 | 1692 Guerra:2 | 1780 ? Bnf_361:2 | 1571 Molina 2:1	pecador
A	whole-entry older exact	v94-diccionario-global-snp:017587	tajtalilis	tlataliliztli	tlatlaliliztli	current:insert l after t	1571 Molina 1:12 | 1780 ? Bnf_361:12 | 153? Trilingüe:2 | 1571 Molina 2:1	acción de quemar
A	whole-entry older exact	v94-diccionario-global-snp:017590	tajtalkauani	tlatalcahuani	tlatlalcahuani	current:insert l after t	1571 Molina 1:2 | 1780 ? Bnf_361:2 | 1571 Molina 2:1	olvidadizo
A	whole-entry older exact	v94-diccionario-global-snp:017621	tajtapachoua	tlatapachoa	tlatlapachoa	current:insert l after t	1580 CF Index:1	vt. poner boca abajo algo (p.e. naipes)
A	whole-entry older exact	v94-diccionario-global-snp:017633	tajtasaluiya	tlatazalhuia	tlatlazalhuia	current:insert l after t	1571 Molina 1:1 | 1571 Molina 2:1	vt. arreglar algo descompuesto, estropeado. (remendando?)
A	whole-entry older exact	v94-diccionario-global-snp:017638	tajtatiya	tlatatia	tlatlatia	current:insert l after t	1765 Cortés y Zedeño:4 | 1629 Alarcón:3 | 1571 Molina 1:2 | 1571 Molina 2:2 | 1645 Carochi:2	vt. quemar, chamuscar (p.e. a una persona o animal con líquidos o sólidos calientes, fuego, etc.). curar mediante un proceso curativo regional, calentando hojas o líquidos medicinales y aplicándolos a la persona enferma. vr. quemarse
A	whole-entry older exact	v94-diccionario-global-snp:017639	tajtatiya	tlatatia	tlatlatia	current:insert l after t	1765 Cortés y Zedeño:4 | 1629 Alarcón:3 | 1571 Molina 1:2 | 1571 Molina 2:2 | 1645 Carochi:2	vt. esconder en muchos lugares
A	whole-entry older exact	v94-diccionario-global-snp:017641	tajtatsiniya	tlatatzinia	tlatlatzinia	current:insert l after t	17?? Bnf_362:1	vt. dar golpes
A	whole-entry older exact	v94-diccionario-global-snp:017726	tajtoltaniliya	tlatoltanilia	tlatollanilia	current:insert l after t+ltl>ll	1551-95 Documentos nahuas de la Ciudad de México:1	vt. vencer con palabras a alguien (p.e. en una acusación o en un juicio). tener una respuesta adecuada para alguien (p.e. para alguien que acusa o critica)
A	whole-entry older exact	v94-diccionario-global-snp:018102	takochti	tlacochti	tlacochtli	current:insert l after t	153? Trilingüe:1 | 1571 Molina 1:1 | 1571 Molina 2:1 | 1580 CF Index:1 | 17?? Bnf_362:1	dardo, saeta, flecha. flecha de juguete
A	whole-entry older exact	v94-diccionario-global-snp:018212	takuaktiya	tlacuactiya	tlacuactia	current:-tiya>-tia+-iya>-ia	1571 Molina 1:1 | 1580 CF Index:1 | 17?? Bnf_362:1 | 1780 ? Bnf_361:1	vi. entiesarse, quedarse tieso, de movimiento difícil (p.e. las manos, los pies por el frío). endurecer, quedarse duro, cuajarse (p.e. manteca, gelatina por el frío, la tierra por el sol, el cemento al humedecerse, etc.)
A	whole-entry older exact	v94-diccionario-global-snp:018265	takualtiya	tlacualtiya	tlacualtia	current:-tiya>-tia+-iya>-ia	1571 Molina 1:3 | 1780 ? Bnf_361:3 | 1547 Olmos_V ?:2 | 1571 Molina 2:1 | 1692 Guerra:1	vi. cuidar (p.e. el ganado). vt. cuidar a alguien o a algo (p.e. ovejas)
A	whole-entry older exact	v94-diccionario-global-snp:018357	takuitapampa	tlacuitapampa	tlacuitlapampa	current:insert l after t	1571 Molina 1:1 | 1571 Molina 2:1 | 1780 ? Bnf_361:1	atrás, detrás. último (adj.). el último puesto (nombre)
A	whole-entry older exact	v94-diccionario-global-snp:018489	talkuitaxkol	tlalcuitaxcolli	tlalcuitlaxcolli	current:insert l after t	153? Trilingüe:1 | 1580 CF Index:1 | 1780 Clavijero:1	lombriz de tierra
