source	field	rows	filled_rows	coverage	likely_present	likely_absent	p_present_nahuatl	p_not_nahuatl	p_present_spanish	p_not_spanish	p_present_french	p_not_french	p_present_latin	p_not_latin	p_present_english	p_not_english	p_present_greek	p_not_greek	top_evidence
1547 Olmos_V ?	all_public_text	2008	2005	0.9985	spanish	nahuatl,french,latin,english,greek	0.0038	0.9962	0.7961	0.2039	0.0008	0.9992	0.0004	0.9996	0.0000	1.0000	0.0000	1.0000	nahuatl:no=6|huir=5|humillarse=5; spanish:el=174|algo=148; french:verguenza=8|primogenito=2|cortesmente=2; latin:vel=5
1551-95 Documentos nahuas de la Ciudad de México	Original	3144	3143	0.9997	nahuatl	spanish,french,latin,english,greek	0.9560	0.0440	0.0000	1.0000	0.0000	1.0000	0.0000	1.0000	0.0000	1.0000	0.0000	1.0000	nahuatl:yn=101|nitla=53
1551-95 Documentos nahuas de la Ciudad de México	Editado	3144	3094	0.9841	nahuatl	spanish,french,latin,english,greek	0.9566	0.0434	0.0000	1.0000	0.0000	1.0000	0.0000	1.0000	0.0000	1.0000	0.0000	1.0000	nahuatl:in=121|inic=104
1551-95 Documentos nahuas de la Ciudad de México	Traducción	3144	3144	1.0000	spanish	nahuatl,french,latin,english,greek	0.0104	0.9896	0.8071	0.1929	0.0017	0.9983	0.0000	1.0000	0.0000	1.0000	0.0000	1.0000	nahuatl:no=44|tlalia=16|tlanahuatia=8; spanish:de=1167|el=373; french:despues=10|sur=8|cespedes=6
1551-95 Documentos nahuas de la Ciudad de México	Traducción (es)	3144	0	0.0000		nahuatl,spanish,french,latin,english,greek	0.0000	1.0000	0.0000	1.0000	0.0000	1.0000	0.0000	1.0000	0.0000	1.0000	0.0000	1.0000	
1551-95 Documentos nahuas de la Ciudad de México	Comentario	3144	3130	0.9955	nahuatl,spanish	latin,english,greek	0.9902	0.0098	0.9863	0.0137	0.1417	0.8583	0.0000	1.0000	0.0001	0.9999	0.0000	1.0000	nahuatl:in=34837|inic=20683|auh=20067; spanish:de=43383|que=20979|el=18576; french:mexico=1482|ines=862|perez=559; english:form=1
1551-95 Documentos nahuas de la Ciudad de México	Comentario (es)	3144	0	0.0000		nahuatl,spanish,french,latin,english,greek	0.0000	1.0000	0.0000	1.0000	0.0000	1.0000	0.0000	1.0000	0.0000	1.0000	0.0000	1.0000	
1551-95 Documentos nahuas de la Ciudad de México	Comentario_wimmer_plus_html	3144	0	0.0000		nahuatl,spanish,french,latin,english,greek	0.0000	1.0000	0.0000	1.0000	0.0000	1.0000	0.0000	1.0000	0.0000	1.0000	0.0000	1.0000	
1551-95 Documentos nahuas de la Ciudad de México	all_public_text	3144	3144	1.0000	nahuatl,spanish	latin,english,greek	0.9860	0.0140	0.9969	0.0031	0.1422	0.8578	0.0000	1.0000	0.0001	0.9999	0.0000	1.0000	nahuatl:in=34837|inic=20685|auh=20067; spanish:de=44550|que=21114|el=18949; french:mexico=1485|ines=862|perez=559; english:form=1
1565 Sahagún Escolios	Original	1547	1547	1.0000	nahuatl	spanish,french,latin,english,greek	0.9561	0.0439	0.0000	1.0000	0.0000	1.0000	0.0000	1.0000	0.0000	1.0000	0.0000	1.0000	nahuatl:nitla=50|amo=42
1565 Sahagún Escolios	Editado	1547	1547	1.0000	nahuatl	spanish,french,latin,english,greek	0.9558	0.0442	0.0000	1.0000	0.0000	1.0000	0.0000	1.0000	0.0000	1.0000	0.0000	1.0000	nahuatl:amo=42|in=14
1565 Sahagún Escolios	Traducción	1547	1547	1.0000	spanish	nahuatl,french,latin,english,greek	0.0198	0.9802	0.8214	0.1786	0.0015	0.9985	0.0000	1.0000	0.0000	1.0000	0.0000	1.0000	nahuatl:no=45|amo=8|huir=6; spanish:de=369|que=291; french:tambien=5|huerfana=4|colerica=2
1565 Sahagún Escolios	Traducción (es)	1547	0	0.0000		nahuatl,spanish,french,latin,english,greek	0.0000	1.0000	0.0000	1.0000	0.0000	1.0000	0.0000	1.0000	0.0000	1.0000	0.0000	1.0000	
1565 Sahagún Escolios	Comentario	1547	1547	1.0000	nahuatl,spanish	french,latin,english,greek	0.9088	0.0912	0.8516	0.1484	0.0091	0.9909	0.0000	1.0000	0.0000	1.0000	0.0000	1.0000	nahuatl:in=3362|ca=3145|amo=1054; spanish:de=2672|que=2019|del=1800; french:reves=29|desden=22|huerfana=18
1565 Sahagún Escolios	Comentario (es)	1547	1547	1.0000	nahuatl,spanish	french,latin,english,greek	0.9088	0.0912	0.8690	0.1310	0.0091	0.9909	0.0000	1.0000	0.0000	1.0000	0.0000	1.0000	nahuatl:in=3362|ca=3145|amo=1054; spanish:de=2672|que=2019|del=1800; french:reves=29|desden=22|huerfana=18
1565 Sahagún Escolios	Comentario_wimmer_plus_html	1547	1547	1.0000	nahuatl,spanish	french,latin,english,greek	0.9099	0.0901	0.7219	0.2781	0.0089	0.9911	0.0000	1.0000	0.0000	1.0000	0.0000	1.0000	nahuatl:in=3365|ca=3147|amo=1064; spanish:de=2675|que=2019|del=1808; french:reves=29|desden=22|huerfana=18
1565 Sahagún Escolios	all_public_text	1547	1547	1.0000	nahuatl,spanish	french,latin,english,greek	0.9830	0.0170	0.9957	0.0043	0.0242	0.9758	0.0000	1.0000	0.0000	1.0000	0.0000	1.0000	nahuatl:in=10089|ca=9437|amo=3180; spanish:de=8388|que=6348|del=5450; french:reves=89|desden=68|huerfana=58
1571 Molina 1	Original	36248	36248	1.0000	nahuatl	spanish,french,latin,english,greek	0.9562	0.0438	0.0000	1.0000	0.0000	1.0000	0.0000	1.0000	0.0000	1.0000	0.0000	1.0000	nahuatl:nitla=2234|amo=468
1571 Molina 1	Editado	36248	36248	1.0000	nahuatl	spanish,french,latin,english,greek	0.9566	0.0434	0.0000	1.0000	0.0000	1.0000	0.0000	1.0000	0.0000	1.0000	0.0000	1.0000	nahuatl:amo=622|in=267
1571 Molina 1	Traducción	36248	36248	1.0000	spanish	nahuatl,french,latin,english,greek	0.0143	0.9857	0.8063	0.1937	0.0010	0.9990	0.0001	0.9999	0.0000	1.0000	0.0000	1.0000	nahuatl:tla=2275|no=430|huir=38; spanish:asi=7096|de=6601; french:despues=54|verguenza=32|medico=16; latin:vel=12; english:artificial=1
1571 Molina 1	Traducción (es)	36248	0	0.0000		nahuatl,spanish,french,latin,english,greek	0.0000	1.0000	0.0000	1.0000	0.0000	1.0000	0.0000	1.0000	0.0000	1.0000	0.0000	1.0000	
1571 Molina 1	Comentario	36248	156	0.0043	spanish	nahuatl,french,latin,english,greek	0.0000	1.0000	0.7625	0.2375	0.0000	1.0000	0.0000	1.0000	0.0000	1.0000	0.0000	1.0000	spanish:la=468|que=312
1571 Molina 1	Comentario (es)	36248	0	0.0000		nahuatl,spanish,french,latin,english,greek	0.0000	1.0000	0.0000	1.0000	0.0000	1.0000	0.0000	1.0000	0.0000	1.0000	0.0000	1.0000	
1571 Molina 1	Comentario_wimmer_plus_html	36248	0	0.0000		nahuatl,spanish,french,latin,english,greek	0.0000	1.0000	0.0000	1.0000	0.0000	1.0000	0.0000	1.0000	0.0000	1.0000	0.0000	1.0000	
1571 Molina 1	all_public_text	36248	36248	1.0000	spanish	nahuatl,french,latin,english,greek	0.0143	0.9857	0.8069	0.1931	0.0010	0.9990	0.0001	0.9999	0.0000	1.0000	0.0000	1.0000	nahuatl:tla=2275|no=430|huir=38; spanish:asi=7096|de=6601; french:despues=54|verguenza=32|medico=16; latin:vel=12; english:artificial=1
1571 Molina 2	Original	24188	24188	1.0000	nahuatl	spanish,french,latin,english,greek	0.9558	0.0442	0.0000	1.0000	0.0000	1.0000	0.0000	1.0000	0.0000	1.0000	0.0000	1.0000	nahuatl:nitla=1316|in=146
1571 Molina 2	Editado	24188	24183	0.9998	nahuatl	spanish,french,latin,english,greek	0.9565	0.0435	0.0000	1.0000	0.0000	1.0000	0.0000	1.0000	0.0000	1.0000	0.0000	1.0000	nahuatl:in=207|amo=172
1571 Molina 2	Traducción	24188	24182	0.9998	spanish	nahuatl,french,latin,english,greek	0.0205	0.9795	0.8238	0.1762	0.0021	0.9979	0.0002	0.9998	0.0000	1.0000	0.0000	1.0000	nahuatl:tla=1315|no=526|tetla=127; spanish:de=8279|el=6540; french:despues=65|etcetera=35|verguenza=21; latin:vel=31
1571 Molina 2	Traducción (es)	24188	0	0.0000		nahuatl,spanish,french,latin,english,greek	0.0000	1.0000	0.0000	1.0000	0.0000	1.0000	0.0000	1.0000	0.0000	1.0000	0.0000	1.0000	
1571 Molina 2	Comentario	24188	8020	0.3316	spanish	latin,english,greek	0.1107	0.8893	0.5230	0.4770	0.0715	0.9285	0.0029	0.9971	0.0000	1.0000	0.0000	1.0000	nahuatl:ipan=100|itech=62|nitla=46; spanish:preterito=6801|de=491; french:preterito=6801|despues=5|reves=4; latin:vel=137
1571 Molina 2	Comentario (es)	24188	0	0.0000		nahuatl,spanish,french,latin,english,greek	0.0000	1.0000	0.0000	1.0000	0.0000	1.0000	0.0000	1.0000	0.0000	1.0000	0.0000	1.0000	
1571 Molina 2	Comentario_wimmer_plus_html	24188	0	0.0000		nahuatl,spanish,french,latin,english,greek	0.0000	1.0000	0.0000	1.0000	0.0000	1.0000	0.0000	1.0000	0.0000	1.0000	0.0000	1.0000	
1571 Molina 2	all_public_text	24188	24182	0.9998	spanish	french,latin,english,greek	0.0553	0.9447	0.8532	0.1468	0.0258	0.9742	0.0012	0.9988	0.0000	1.0000	0.0000	1.0000	nahuatl:tla=1316|no=564|tetla=127; spanish:de=8770; french:preterito=6804|despues=70|etcetera=35; latin:vel=168
1579 Durán	Original	413	413	1.0000	nahuatl	spanish,french,latin,english,greek	0.9563	0.0437	0.0000	1.0000	0.0000	1.0000	0.0000	1.0000	0.0000	1.0000	0.0000	1.0000	nahuatl:huey=5|tecuhtli=4
1579 Durán	Editado	413	413	1.0000	nahuatl	spanish,french,latin,english,greek	0.9563	0.0437	0.0000	1.0000	0.0000	1.0000	0.0000	1.0000	0.0000	1.0000	0.0000	1.0000	nahuatl:huey=5|tecuhtli=4
1579 Durán	Traducción	413	413	1.0000	spanish	nahuatl,french,latin,english,greek	0.0146	0.9854	0.8207	0.1793	0.0010	0.9990	0.0000	1.0000	0.0000	1.0000	0.0000	1.0000	nahuatl:huitzilopochtli=6|mexicanos=3|humo=2; spanish:de=266|el=141; french:calmecac=2|esferico=1|etnico=1
1579 Durán	Traducción (es)	413	0	0.0000		nahuatl,spanish,french,latin,english,greek	0.0000	1.0000	0.0000	1.0000	0.0000	1.0000	0.0000	1.0000	0.0000	1.0000	0.0000	1.0000	
1579 Durán	Comentario	413	413	1.0000	nahuatl,spanish	latin,english,greek	0.6683	0.3317	0.9870	0.0130	0.1531	0.8469	0.0000	1.0000	0.0000	1.0000	0.0000	1.0000	nahuatl:no=350|huitzilopochtli=139|mexico=87; spanish:de=4954|el=3645|que=3336; french:el=167|despues=103|mexico=75
1579 Durán	Comentario (es)	413	0	0.0000		nahuatl,spanish,french,latin,english,greek	0.0000	1.0000	0.0000	1.0000	0.0000	1.0000	0.0000	1.0000	0.0000	1.0000	0.0000	1.0000	
1579 Durán	Comentario_wimmer_plus_html	413	0	0.0000		nahuatl,spanish,french,latin,english,greek	0.0000	1.0000	0.0000	1.0000	0.0000	1.0000	0.0000	1.0000	0.0000	1.0000	0.0000	1.0000	
1579 Durán	all_public_text	413	413	1.0000	nahuatl,spanish	latin,english,greek	0.6714	0.3286	0.9975	0.0025	0.1539	0.8461	0.0000	1.0000	0.0000	1.0000	0.0000	1.0000	nahuatl:no=351|huitzilopochtli=145|mexico=87; spanish:de=5220|el=3786|que=3369; french:el=168|despues=103|mexico=75
1580 CF Index	Original	53619	53619	1.0000	nahuatl	spanish,french,latin,english,greek	0.9538	0.0462	0.0000	1.0000	0.0000	1.0000	0.0000	1.0000	0.0000	1.0000	0.0000	1.0000	nahuatl:centlamantli=4|intzontecon=4
1580 CF Index	Editado	53619	53618	1.0000	nahuatl	spanish,french,latin,english,greek	0.9550	0.0450	0.0000	1.0000	0.0000	1.0000	0.0000	1.0000	0.0000	1.0000	0.0000	1.0000	nahuatl:huehuei=12|imacehual=11
1580 CF Index	Traducción	53619	53619	1.0000		nahuatl,spanish,french,latin,english,greek	0.0000	1.0000	0.0000	1.0000	0.0000	1.0000	0.0000	1.0000	0.0000	1.0000	0.0000	1.0000	nahuatl:tliltic=1
1580 CF Index	Traducción (es)	53619	0	0.0000		nahuatl,spanish,french,latin,english,greek	0.0000	1.0000	0.0000	1.0000	0.0000	1.0000	0.0000	1.0000	0.0000	1.0000	0.0000	1.0000	
1580 CF Index	Comentario	53619	0	0.0000		nahuatl,spanish,french,latin,english,greek	0.0000	1.0000	0.0000	1.0000	0.0000	1.0000	0.0000	1.0000	0.0000	1.0000	0.0000	1.0000	
1580 CF Index	Comentario (es)	53619	0	0.0000		nahuatl,spanish,french,latin,english,greek	0.0000	1.0000	0.0000	1.0000	0.0000	1.0000	0.0000	1.0000	0.0000	1.0000	0.0000	1.0000	
1580 CF Index	Comentario_wimmer_plus_html	53619	0	0.0000		nahuatl,spanish,french,latin,english,greek	0.0000	1.0000	0.0000	1.0000	0.0000	1.0000	0.0000	1.0000	0.0000	1.0000	0.0000	1.0000	
1580 CF Index	all_public_text	53619	53619	1.0000		nahuatl,spanish,french,latin,english,greek	0.0000	1.0000	0.0000	1.0000	0.0000	1.0000	0.0000	1.0000	0.0000	1.0000	0.0000	1.0000	nahuatl:tliltic=1
1580 Sahagún/Máynez	Original	2207	2207	1.0000	nahuatl	spanish,french,latin,english,greek	0.9566	0.0434	0.0000	1.0000	0.0000	1.0000	0.0000	1.0000	0.0000	1.0000	0.0000	1.0000	nahuatl:huey=11|chicunahui=8
1580 Sahagún/Máynez	Editado	2207	2205	0.9991	nahuatl	spanish,french,latin,english,greek	0.9566	0.0434	0.0000	1.0000	0.0000	1.0000	0.0000	1.0000	0.0000	1.0000	0.0000	1.0000	nahuatl:huey=11|chiucnahui=8
1580 Sahagún/Máynez	Traducción	2207	2205	0.9991	spanish	nahuatl,french,latin,english,greek	0.0137	0.9863	0.8125	0.1875	0.0022	0.9978	0.0000	1.0000	0.0000	1.0000	0.0000	1.0000	nahuatl:mexicano=10|quetzal=8|mexico=7; spanish:de=1143|el=710; french:mexico=7|autentico=6|luciernaga=4
1580 Sahagún/Máynez	Traducción (es)	2207	0	0.0000		nahuatl,spanish,french,latin,english,greek	0.0000	1.0000	0.0000	1.0000	0.0000	1.0000	0.0000	1.0000	0.0000	1.0000	0.0000	1.0000	
1580 Sahagún/Máynez	Comentario	2207	2207	1.0000	nahuatl,spanish	latin,english,greek	0.6382	0.3618	0.9291	0.0709	0.0762	0.9238	0.0000	1.0000	0.0000	1.0000	0.0000	1.0000	nahuatl:no=665|mexico=244|mexicanos=168; spanish:de=9575|el=7370|que=7201; french:tambien=807|despues=261|mexico=218
1580 Sahagún/Máynez	Comentario (es)	2207	0	0.0000		nahuatl,spanish,french,latin,english,greek	0.0000	1.0000	0.0000	1.0000	0.0000	1.0000	0.0000	1.0000	0.0000	1.0000	0.0000	1.0000	
1580 Sahagún/Máynez	Comentario_wimmer_plus_html	2207	0	0.0000		nahuatl,spanish,french,latin,english,greek	0.0000	1.0000	0.0000	1.0000	0.0000	1.0000	0.0000	1.0000	0.0000	1.0000	0.0000	1.0000	
1580 Sahagún/Máynez	all_public_text	2207	2207	1.0000	nahuatl,spanish	latin,english,greek	0.6414	0.3586	0.9862	0.0138	0.0780	0.9220	0.0000	1.0000	0.0000	1.0000	0.0000	1.0000	nahuatl:no=669|mexico=251|mexicanos=169; spanish:de=10718|el=8080|que=7393; french:tambien=808|despues=261|mexico=225
1595 Rincón	Original	705	705	1.0000	nahuatl	spanish,french,latin,english,greek	0.9536	0.0464	0.0000	1.0000	0.0000	1.0000	0.0000	1.0000	0.0000	1.0000	0.0000	1.0000	nahuatl:auatl=3|patla=3
1595 Rincón	Editado	705	704	0.9986	nahuatl	spanish,french,latin,english,greek	0.9545	0.0455	0.0000	1.0000	0.0000	1.0000	0.0000	1.0000	0.0000	1.0000	0.0000	1.0000	nahuatl:ahuatl=3|patla=3
1595 Rincón	Traducción	705	705	1.0000	spanish	nahuatl,french,latin,english,greek	0.0047	0.9953	0.8127	0.1873	0.0007	0.9993	0.0002	0.9998	0.0000	1.0000	0.0000	1.0000	nahuatl:huir=2|nahuas=2|ma=2; spanish:el=94|la=91; french:ire=1|tambien=1|mexico=1; latin:vel=1
1595 Rincón	Traducción (es)	705	0	0.0000		nahuatl,spanish,french,latin,english,greek	0.0000	1.0000	0.0000	1.0000	0.0000	1.0000	0.0000	1.0000	0.0000	1.0000	0.0000	1.0000	
1595 Rincón	Comentario	705	0	0.0000		nahuatl,spanish,french,latin,english,greek	0.0000	1.0000	0.0000	1.0000	0.0000	1.0000	0.0000	1.0000	0.0000	1.0000	0.0000	1.0000	
1595 Rincón	Comentario (es)	705	0	0.0000		nahuatl,spanish,french,latin,english,greek	0.0000	1.0000	0.0000	1.0000	0.0000	1.0000	0.0000	1.0000	0.0000	1.0000	0.0000	1.0000	
1595 Rincón	Comentario_wimmer_plus_html	705	0	0.0000		nahuatl,spanish,french,latin,english,greek	0.0000	1.0000	0.0000	1.0000	0.0000	1.0000	0.0000	1.0000	0.0000	1.0000	0.0000	1.0000	
1595 Rincón	all_public_text	705	705	1.0000	spanish	nahuatl,french,latin,english,greek	0.0047	0.9953	0.8127	0.1873	0.0007	0.9993	0.0002	0.9998	0.0000	1.0000	0.0000	1.0000	nahuatl:huir=2|nahuas=2|ma=2; spanish:el=94|la=91; french:ire=1|tambien=1|mexico=1; latin:vel=1
1598 Tezozomoc	Original	1887	1887	1.0000	nahuatl	spanish,french,latin,english,greek	0.9556	0.0444	0.0000	1.0000	0.0000	1.0000	0.0000	1.0000	0.0000	1.0000	0.0000	1.0000	nahuatl:acatl=3|atl=3
1598 Tezozomoc	Editado	1887	1887	1.0000	nahuatl	spanish,french,latin,english,greek	0.9561	0.0439	0.0000	1.0000	0.0000	1.0000	0.0000	1.0000	0.0000	1.0000	0.0000	1.0000	nahuatl:teuctli=7|huei=7
1598 Tezozomoc	Traducción	1887	1887	1.0000	spanish	nahuatl,french,latin,english,greek	0.0288	0.9712	0.8004	0.1996	0.0019	0.9981	0.0000	1.0000	0.0000	1.0000	0.0000	1.0000	nahuatl:huitzilopochtli=10|no=6|tlacaeleltzin=6; spanish:de=591|toponimo=415; french:genero=10|henequen=6|cipres=4
1598 Tezozomoc	Traducción (es)	1887	0	0.0000		nahuatl,spanish,french,latin,english,greek	0.0000	1.0000	0.0000	1.0000	0.0000	1.0000	0.0000	1.0000	0.0000	1.0000	0.0000	1.0000	
1598 Tezozomoc	Comentario	1887	1551	0.8219	nahuatl,spanish	latin,english,greek	0.7637	0.2363	0.9505	0.0495	0.1526	0.8474	0.0000	1.0000	0.0002	0.9998	0.0000	1.0000	nahuatl:mexicanos=1799|no=1083|huitzilopochtli=566; spanish:de=21745|los=11173|el=10250; french:mexico=518|genero=376|el=310; english:be=2
1598 Tezozomoc	Comentario (es)	1887	0	0.0000		nahuatl,spanish,french,latin,english,greek	0.0000	1.0000	0.0000	1.0000	0.0000	1.0000	0.0000	1.0000	0.0000	1.0000	0.0000	1.0000	
1598 Tezozomoc	Comentario_wimmer_plus_html	1887	0	0.0000		nahuatl,spanish,french,latin,english,greek	0.0000	1.0000	0.0000	1.0000	0.0000	1.0000	0.0000	1.0000	0.0000	1.0000	0.0000	1.0000	
1598 Tezozomoc	all_public_text	1887	1887	1.0000	nahuatl,spanish	latin,english,greek	0.6506	0.3494	0.9521	0.0479	0.1268	0.8732	0.0000	1.0000	0.0002	0.9998	0.0000	1.0000	nahuatl:mexicanos=1802|no=1089|huitzilopochtli=576; spanish:de=22336|los=11229|el=10309; french:mexico=518|genero=386|el=311; english:be=2
1611 Arenas	Original	2165	2165	1.0000	nahuatl	spanish,french,latin,english,greek	0.9561	0.0439	0.0000	1.0000	0.0000	1.0000	0.0000	1.0000	0.0000	1.0000	0.0000	1.0000	nahuatl:huel=110|tli=41
1611 Arenas	Editado	2165	2135	0.9861	nahuatl	spanish,french,latin,english,greek	0.9565	0.0435	0.0000	1.0000	0.0000	1.0000	0.0000	1.0000	0.0000	1.0000	0.0000	1.0000	nahuatl:huel=108|amo=88
1611 Arenas	Traducción	2165	2165	1.0000	spanish	nahuatl,french,latin,english,greek	0.0077	0.9923	0.7947	0.2053	0.0027	0.9973	0.0000	1.0000	0.0000	1.0000	0.0000	1.0000	nahuatl:no=83|amo=4|anca=2; spanish:de=138|que=91; french:que=26|despues=11|el=9
1611 Arenas	Traducción (es)	2165	0	0.0000		nahuatl,spanish,french,latin,english,greek	0.0000	1.0000	0.0000	1.0000	0.0000	1.0000	0.0000	1.0000	0.0000	1.0000	0.0000	1.0000	
1611 Arenas	Comentario	2165	2165	1.0000	nahuatl,spanish	latin,english,greek	0.5390	0.4610	0.8208	0.1792	0.0573	0.9427	0.0000	1.0000	0.0000	1.0000	0.0000	1.0000	nahuatl:huel=1542|in=1261|no=848; spanish:que=5814|se=4515|de=3824; french:que=263|despues=139|habiendole=97
1611 Arenas	Comentario (es)	2165	0	0.0000		nahuatl,spanish,french,latin,english,greek	0.0000	1.0000	0.0000	1.0000	0.0000	1.0000	0.0000	1.0000	0.0000	1.0000	0.0000	1.0000	
1611 Arenas	Comentario_wimmer_plus_html	2165	0	0.0000		nahuatl,spanish,french,latin,english,greek	0.0000	1.0000	0.0000	1.0000	0.0000	1.0000	0.0000	1.0000	0.0000	1.0000	0.0000	1.0000	
1611 Arenas	all_public_text	2165	2165	1.0000	nahuatl,spanish	latin,english,greek	0.5410	0.4590	0.9616	0.0384	0.0592	0.9408	0.0000	1.0000	0.0000	1.0000	0.0000	1.0000	nahuatl:huel=1542|in=1261|no=931; spanish:que=5905|se=4518|de=3962; french:que=289|despues=150|habiendole=97
1629 Alarcón	Original	1566	1565	0.9994	nahuatl	spanish,french,latin,english,greek	0.9575	0.0425	0.0000	1.0000	0.0000	1.0000	0.0000	1.0000	0.0000	1.0000	0.0000	1.0000	nahuatl:tli=66|tlamacazqui=66
1629 Alarcón	Editado	1566	1549	0.9891	nahuatl	spanish,french,latin,english,greek	0.9574	0.0426	0.0000	1.0000	0.0000	1.0000	0.0000	1.0000	0.0000	1.0000	0.0000	1.0000	nahuatl:tlamacazqui=66|amo=28
1629 Alarcón	Traducción	1566	1565	0.9994	spanish	nahuatl,french,latin,english,greek	0.0198	0.9802	0.8146	0.1854	0.0049	0.9951	0.0000	1.0000	0.0000	1.0000	0.0000	1.0000	nahuatl:no=45|huerfano=13|xochiquetzal=11; spanish:de=500|el=484; french:el=32|huerfano=13|aguero=9
1629 Alarcón	Traducción (es)	1566	0	0.0000		nahuatl,spanish,french,latin,english,greek	0.0000	1.0000	0.0000	1.0000	0.0000	1.0000	0.0000	1.0000	0.0000	1.0000	0.0000	1.0000	
1629 Alarcón	Comentario	1566	1565	0.9994	nahuatl,spanish	latin,english,greek	0.9485	0.0515	0.9905	0.0095	0.2750	0.7250	0.0022	0.9978	0.0000	1.0000	0.0000	1.0000	nahuatl:in=7689|tla=5464|no=2780; spanish:el=17569|de=14651|que=14583; french:amo=649|tambien=610|que=428; latin:vel=21
1629 Alarcón	Comentario (es)	1566	0	0.0000		nahuatl,spanish,french,latin,english,greek	0.0000	1.0000	0.0000	1.0000	0.0000	1.0000	0.0000	1.0000	0.0000	1.0000	0.0000	1.0000	
1629 Alarcón	Comentario_wimmer_plus_html	1566	0	0.0000		nahuatl,spanish,french,latin,english,greek	0.0000	1.0000	0.0000	1.0000	0.0000	1.0000	0.0000	1.0000	0.0000	1.0000	0.0000	1.0000	
1629 Alarcón	all_public_text	1566	1566	1.0000	nahuatl,spanish	latin,english,greek	0.9492	0.0508	0.9980	0.0020	0.2777	0.7223	0.0022	0.9978	0.0000	1.0000	0.0000	1.0000	nahuatl:in=7689|tla=5464|no=2825; spanish:el=18053|de=15151|que=14783; french:amo=649|tambien=611|que=431; latin:vel=21
1645 Carochi	Original	2728	2728	1.0000	nahuatl	spanish,french,latin,english,greek	0.9559	0.0441	0.0000	1.0000	0.0000	1.0000	0.0000	1.0000	0.0000	1.0000	0.0000	1.0000	nahuatl:nitla=119|nitetla=84
1645 Carochi	Editado	2728	2716	0.9956	nahuatl	spanish,french,latin,english,greek	0.9555	0.0445	0.0000	1.0000	0.0000	1.0000	0.0000	1.0000	0.0000	1.0000	0.0000	1.0000	nahuatl:zan=82|in=59
1645 Carochi	Traducción	2728	2728	1.0000	spanish	nahuatl,french,latin,english,greek	0.0337	0.9663	0.8111	0.1889	0.0085	0.9915	0.0000	1.0000	0.0000	1.0000	0.0000	1.0000	nahuatl:no=164|zan=114|in=55; spanish:de=470|que=250; french:vease=89|que=35|amo=20
1645 Carochi	Traducción (es)	2728	0	0.0000		nahuatl,spanish,french,latin,english,greek	0.0000	1.0000	0.0000	1.0000	0.0000	1.0000	0.0000	1.0000	0.0000	1.0000	0.0000	1.0000	
1645 Carochi	Comentario	2728	2728	1.0000	nahuatl,spanish	english,greek	0.6910	0.3090	0.8022	0.1978	0.2351	0.7649	0.0723	0.9277	0.0000	1.0000	0.0000	1.0000	nahuatl:in=8363|amo=3383|no=2633; spanish:de=6283|que=5376|el=4258; french:amo=1072|que=387|despues=277; latin:vel=1445
1645 Carochi	Comentario (es)	2728	0	0.0000		nahuatl,spanish,french,latin,english,greek	0.0000	1.0000	0.0000	1.0000	0.0000	1.0000	0.0000	1.0000	0.0000	1.0000	0.0000	1.0000	
1645 Carochi	Comentario_wimmer_plus_html	2728	0	0.0000		nahuatl,spanish,french,latin,english,greek	0.0000	1.0000	0.0000	1.0000	0.0000	1.0000	0.0000	1.0000	0.0000	1.0000	0.0000	1.0000	
1645 Carochi	all_public_text	2728	2728	1.0000	nahuatl,spanish	english,greek	0.6944	0.3056	0.9602	0.0398	0.2395	0.7605	0.0723	0.9277	0.0000	1.0000	0.0000	1.0000	nahuatl:in=8418|amo=3427|no=2797; spanish:de=6753|que=5626|el=4486; french:amo=1092|que=422|despues=295; latin:vel=1445
1692 Guerra	Original	919	919	1.0000	nahuatl	spanish,french,latin,english,greek	0.9549	0.0451	0.0000	1.0000	0.0000	1.0000	0.0000	1.0000	0.0000	1.0000	0.0000	1.0000	nahuatl:amo=18|zan=10
1692 Guerra	Editado	919	919	1.0000	nahuatl	spanish,french,latin,english,greek	0.9552	0.0448	0.0000	1.0000	0.0000	1.0000	0.0000	1.0000	0.0000	1.0000	0.0000	1.0000	nahuatl:amo=14|huel=6
1692 Guerra	Traducción	919	919	1.0000	spanish	nahuatl,french,latin,english,greek	0.0033	0.9967	0.7988	0.2012	0.0013	0.9987	0.0011	0.9989	0.0000	1.0000	0.0000	1.0000	nahuatl:no=8|hurto=2|amo=2; spanish:el=308|la=161; french:verguenza=6|tambien=3|despues=2; latin:vel=6
1692 Guerra	Traducción (es)	919	0	0.0000		nahuatl,spanish,french,latin,english,greek	0.0000	1.0000	0.0000	1.0000	0.0000	1.0000	0.0000	1.0000	0.0000	1.0000	0.0000	1.0000	
1692 Guerra	Comentario	919	145	0.1578	spanish	french,latin,english,greek	0.1042	0.8958	0.4692	0.5308	0.0068	0.9932	0.0000	1.0000	0.0000	1.0000	0.0000	1.0000	nahuatl:tayohua=2|ixtlaca=2|atl=2; spanish:le=5|en=2; french:voir=2|laisse=1|atteste=1
1692 Guerra	Comentario (es)	919	0	0.0000		nahuatl,spanish,french,latin,english,greek	0.0000	1.0000	0.0000	1.0000	0.0000	1.0000	0.0000	1.0000	0.0000	1.0000	0.0000	1.0000	
