record_id	route	escritura_original	texto_estandarizado	source_traduccion	old_traduccion	new_traduccion	old_comentario	new_comentario
1992-karttunen:001197	general	-cuāpīcca	cuapicca	only attested in possessed form; cap, bonnet / gorra	only attested in possessed form; cap, bonnet / gorra	only attested in possessed form: cap, bonnet / gorra	<b>1992 Karttunen original:</b> -CUĀPĪCCA only attested in possessed form cap, bonnet / gorra (Z)	<b>1992 Karttunen original:</b> only attested in possessed form; cap, bonnet / gorra
1992-karttunen:001214	general	cuātex-tli	cuatextli	possessed form; brains / sesos	possessed form; brains / sesos	possessed form: brains / sesos	<b>1992 Karttunen original:</b> CUĀTEX-TLI possessed form: -CUĀTEXYŌ brains / sesos (T)	<b>1992 Karttunen original:</b> possessed form; brains / sesos
1992-karttunen:001220	general	-cuātlayōlloh	cuatlayollo	only attested in possessed form; the crown of one’s head the top of a tree / su coronilla; la punta de su cabaza, la punta del árbol	only attested in possessed form; the crown of one’s head the top of a tree / su coronilla; la punta de su cabaza, la punta del árbol	only attested in possessed form: the crown of one’s head the top of a tree / su coronilla; la punta de su cabaza, la punta del árbol	<b>1992 Karttunen original:</b> -CUĀTLAYŌLLOH only attested in possessed form the crown of one’s head the top of a tree / su coronilla; la punta de su cabaza, la punta del árbol (T)	<b>1992 Karttunen original:</b> only attested in possessed form; the crown of one’s head the top of a tree / su coronilla; la punta de su cabaza, la punta del árbol
1992-karttunen:001380	general	cuem(i)-tl	cuemitl	possessed form; field, cultivated land; furrow, soil turned up with a hoe or plow / heredad, tierra labrada, o camellón, surco	possessed form; field, cultivated land; furrow, soil turned up with a hoe or plow / heredad, tierra labrada, o camellón, surco	possessed form: field, cultivated land; furrow, soil turned up with a hoe or plow / heredad, tierra labrada, o camellón, surco	<b>1992 Karttunen original:</b> CUEM(I)-TL pl: CUEMIH; possessed form: -CUEN field, cultivated land; furrow, soil turned up with a hoe or plow / heredad, tierra labrada, o camellón (M), surco (T)	<b>1992 Karttunen original:</b> possessed form; field, cultivated land; furrow, soil turned up with a hoe or plow / heredad, tierra labrada, o camellón, surco
1992-karttunen:001389	general	cuepōncāyō-tl	cueponcayotl	possessed form; the opening, blooming of flowers / abrimiento de flor, o el acto de brotar la dicha flor, el abrirse de las flores	possessed form; the opening, blooming of flowers / abrimiento de flor, o el acto de brotar la dicha flor, el abrirse de las flores	possessed form: the opening, blooming of flowers / abrimiento de flor, o el acto de brotar la dicha flor, el abrirse de las flores	<b>1992 Karttunen original:</b> CUEPŌNCĀYŌ-TL possessed form; -CUEPŌNCĀ the opening, blooming of flowers / abrimiento de flor, o el acto de brotar la dicha flor (M), el abrirse de las flores (C)	<b>1992 Karttunen original:</b> possessed form; the opening, blooming of flowers / abrimiento de flor, o el acto de brotar la dicha flor, el abrirse de las flores
1992-karttunen:001405	general	cuetlax-tli	cuetlaxtli	inalienably possessed form; leather cured hide, skin / cuero adobado, piel, cuero	inalienably possessed form; leather cured hide, skin / cuero adobado, piel, cuero	inalienably possessed form: leather cured hide, skin / cuero adobado, piel, cuero	<b>1992 Karttunen original:</b> CUETLAX-TLI pl: -MEH; inalienably possessed form: -CUETLAXYŌ leather cured hide, skin / cuero adobado (M), piel, cuero (T)	<b>1992 Karttunen original:</b> inalienably possessed form; leather cured hide, skin / cuero adobado, piel, cuero
1992-karttunen:001407	general	-cuexānco	cuexanco	necessarily possessed form; one’s lap / su regazo	necessarily possessed form; one’s lap / su regazo	necessarily possessed form: one’s lap / su regazo	<b>1992 Karttunen original:</b> -CUEXĀNCO necessarily possessed form one’s lap / su regazo (Z for third pers. sg. possessor)	<b>1992 Karttunen original:</b> necessarily possessed form; one’s lap / su regazo
1992-karttunen:001445	general	cuitlapanomi-tl	cuitlapanomitl	inalienably possessed form; back-bone / su espinazo, su espina dorsal	inalienably possessed form; back-bone / su espinazo, su espina dorsal	inalienably possessed form: back-bone / su espinazo, su espina dorsal	<b>1992 Karttunen original:</b> CUITLAPANOMI-TL inalienably possessed form: -CUITLAPANOMIYŌ back-bone / su espinazo, su espina dorsal (Z)	<b>1992 Karttunen original:</b> inalienably possessed form; back-bone / su espinazo, su espina dorsal
1992-karttunen:001448	general	cuitlapānxīlō-tl	cuitlapanxilotl	inalienably possessed form; back-bone / su espina dorsal, su espinazo	inalienably possessed form; back-bone / su espina dorsal, su espinazo	inalienably possessed form: back-bone / su espina dorsal, su espinazo	<b>1992 Karttunen original:</b> CUITLAPĀNXĪLŌ-TL inalienably possessed form: -CUITLAPANXĪLŌYŌ back-bone / su espina dorsal, su espinazo (T for third person possessor)	<b>1992 Karttunen original:</b> inalienably possessed form; back-bone / su espina dorsal, su espinazo
1992-karttunen:001483	general	ēhua-tl	ehuatl	possessed form; skin, hide, husk, rind / cuero por curtir, o mondadura y cáscara de fruta	possessed form; skin, hide, husk, rind / cuero por curtir, o mondadura y cáscara de fruta	possessed form: skin, hide, husk, rind / cuero por curtir, o mondadura y cáscara de fruta	<b>1992 Karttunen original:</b> ĒHUA-TL possessed form –ĒHUAYŌ skin, hide, husk, rind / cuero por curtir, o mondadura y cáscara de fruta (M)	<b>1992 Karttunen original:</b> possessed form; skin, hide, husk, rind / cuero por curtir, o mondadura y cáscara de fruta
1992-karttunen:001529	general	-ēxcānixti	excanixti	necessarily possessed form; in all three parts of something / en todas tres (partes)	necessarily possessed form; in all three parts of something / en todas tres (partes)	necessarily possessed form: in all three parts of something / en todas tres (partes)	<b>1992 Karttunen original:</b> -ĒXCĀNIXTI necessarily possessed form in all three parts of something / en todas tres (partes) (C)	<b>1992 Karttunen original:</b> necessarily possessed form; in all three parts of something / en todas tres (partes)
1992-karttunen:001544	general	ez-tli	eztli	inalienably possessed form; blood / sangre	inalienably possessed form; blood / sangre	inalienably possessed form: blood / sangre	<b>1992 Karttunen original:</b> EZ-TLI inalienably possessed form: -EZYŌ~-EZZŌ blood / sangre (M)	<b>1992 Karttunen original:</b> inalienably possessed form; blood / sangre
1992-karttunen:001546	general	-ezzohcāpohtzin	ezzocapotzin	necessarily possessed form; one’s blood fellow / (ha tomado) sangre…. humana como nosotros	necessarily possessed form; one’s blood fellow / (ha tomado) sangre…. humana como nosotros	necessarily possessed form: one’s blood fellow / (ha tomado) sangre…. humana como nosotros	<b>1992 Karttunen original:</b> -EZZOHCĀPOHTZIN necessarily possessed form one’s blood fellow / (ha tomado) sangre…. humana como nosotros (C)	<b>1992 Karttunen original:</b> necessarily possessed form; one’s blood fellow / (ha tomado) sangre…. humana como nosotros
1992-karttunen:001568	general	-huāmpoh	huampo	necessarily possessed form; one’s countryman, companion, equal, relative / ser uno de la misma naturaleza, estado, o condición que otro, nuestro pariente	necessarily possessed form; one’s countryman, companion, equal, relative / ser uno de la misma naturaleza, estado, o condición que otro, nuestro pariente	necessarily possessed form: one’s countryman, companion, equal, relative / ser uno de la misma naturaleza, estado, o condición que otro, nuestro pariente	<b>1992 Karttunen original:</b> -HUĀMPOH necessarily possessed form one’s countryman, companion, equal, relative / ser uno de la misma naturaleza, estado, o condición que otro (C), nuestro pariente (S)	<b>1992 Karttunen original:</b> necessarily possessed form; one’s countryman, companion, equal, relative / ser uno de la misma naturaleza, estado, o condición que otro, nuestro pariente
1992-karttunen:001569	general	-huān	huan	necessarily possessed form; and, with / junto y en compañía de otro	necessarily possessed form; and, with / junto y en compañía de otro	necessarily possessed form: and, with / junto y en compañía de otro	<b>1992 Karttunen original:</b> -HUĀN necessarily possessed form and, with / junto y en compañía de otro (C)	<b>1992 Karttunen original:</b> necessarily possessed form; and, with / junto y en compañía de otro
1992-karttunen:001571	general	-huānyōlqui	huanyolqui	necessarily possessed form; relative / parientes cercano, unido por la sangre	necessarily possessed form; relative / parientes cercano, unido por la sangre	necessarily possessed form: relative / parientes cercano, unido por la sangre	<b>1992 Karttunen original:</b> -HUĀNYŌLQUI necessarily possessed form relative / parientes cercano, unido por la sangre (S)	<b>1992 Karttunen original:</b> necessarily possessed form; relative / parientes cercano, unido por la sangre
1992-karttunen:001616	general	huēhueh	huehue	singular possessed form; old man / viejo o anciano	singular possessed form; old man / viejo o anciano	singular possessed form: old man / viejo o anciano	<b>1992 Karttunen original:</b> HUĒHUEH pl: HUĒHUETQUEH; singular possessed form: -HUĒHUETCĀUH old man / viejo o anciano (M)	<b>1992 Karttunen original:</b> singular possessed form; old man / viejo o anciano
1992-karttunen:001628	general	huēhuē-tl	huehuetl	possessed form; upright drum / atabal	possessed form; upright drum / atabal	possessed form: upright drum / atabal	<b>1992 Karttunen original:</b> HUĒHUĒ-TL possessed form: -HUĒ-HUĒUH upright drum / atabal (M)	<b>1992 Karttunen original:</b> possessed form; upright drum / atabal
1992-karttunen:001644	general	-huēinān	hueinan	only attested in possessed form; grandmother / su abuelita	only attested in possessed form; grandmother / su abuelita	only attested in possessed form: grandmother / su abuelita	<b>1992 Karttunen original:</b> -HUĒINĀN only attested in possessed form grandmother / su abuelita (Z for possessed form)	<b>1992 Karttunen original:</b> only attested in possessed form; grandmother / su abuelita
1992-karttunen:001646	general	-huēitātah	hueitata	only attested in possessed form; grandfather / su abuelito	only attested in possessed form; grandfather / su abuelito	only attested in possessed form: grandfather / su abuelito	<b>1992 Karttunen original:</b> -HUĒITĀTAH only attested in possessed form grandfather / su abuelito (Z for possessed form)	<b>1992 Karttunen original:</b> only attested in possessed form; grandfather / su abuelito
1992-karttunen:001683	general	huezhuah-tli	huezhuatli	possessed form; a woman’s sister-in-law / cuñada de mujer	possessed form; a woman’s sister-in-law / cuñada de mujer	possessed form: a woman’s sister-in-law / cuñada de mujer	<b>1992 Karttunen original:</b> HUEZHUAH-TLI possessed form: -HUEZ-HUI a woman’s sister-in-law / cuñada de mujer (M)	<b>1992 Karttunen original:</b> possessed form; a woman’s sister-in-law / cuñada de mujer
1992-karttunen:001728	general	-huīptlayōc	huiptlayoc	necessarily possessed form; two days later / dos días después, dos días después, a los dos días	necessarily possessed form; two days later / dos días después, dos días después, a los dos días	necessarily possessed form: two days later / dos días después, dos días después, a los dos días	<b>1992 Karttunen original:</b> -HUĪPTLAYŌC necessarily possessed form two days later / dos días después (M for iuiptlayoc), dos días después, a los dos días (S)	<b>1992 Karttunen original:</b> necessarily possessed form; two days later / dos días después, dos días después, a los dos días
1992-karttunen:001810	general	-(i)cxitlalhuayō	icxitlalhuayo	only attested in possessed form; tendon of one’s leg / su tendón del pie	only attested in possessed form; tendon of one’s leg / su tendón del pie	only attested in possessed form: tendon of one’s leg / su tendón del pie	<b>1992 Karttunen original:</b> -(I)CXITLALHUAYŌ only attested in possessed form tendon of one’s leg / su tendón del pie (T)	<b>1992 Karttunen original:</b> only attested in possessed form; tendon of one’s leg / su tendón del pie
1992-karttunen:001813	general	(i)cxitohmi-tl	icxitomitl	inalienably possessed form; leg hair / su pelo de la pierna	inalienably possessed form; leg hair / su pelo de la pierna	inalienably possessed form: leg hair / su pelo de la pierna	<b>1992 Karttunen original:</b> (I)CXITOHMI-TL inalienably possessed form: -TOHMIYŌ leg hair / su pelo de la pierna (T for possessed form)	<b>1992 Karttunen original:</b> inalienably possessed form; leg hair / su pelo de la pierna
1992-karttunen:001848	general	(i)hcuiy(a)	icuiya	vrefl; to wrap or coil oneself, to coil one’s hair up / coger o resolver los cabellos la mujer a la cabeza, o ceñir la culebra por el árbol o por el cuerpo de hombre	vrefl; to wrap or coil oneself, to coil one’s hair up / coger o resolver los cabellos la mujer a la cabeza, o ceñir la culebra por el árbol o por el cuerpo de hombre	vrefl to wrap or coil oneself, to coil one’s hair up / coger o resolver los cabellos la mujer a la cabeza, o ceñir la culebra por el árbol o por el cuerpo de hombre	<b>1992 Karttunen original:</b> (I)HCUIY(A) vrefl, pret: (I)HCUIX to wrap or coil oneself, to coil one’s hair up / coger o resolver los cabellos la mujer a la cabeza, o ceñir la culebra por el árbol o por el cuerpo de hombre (M)	<b>1992 Karttunen original:</b> vrefl; to wrap or coil oneself, to coil one’s hair up / coger o resolver los cabellos la mujer a la cabeza, o ceñir la culebra por el árbol o por el cuerpo de hombre
1992-karttunen:001849	general	ihhui-tl	ihuitl	possessed form; inalienably possessed form; feather down / pluma menuda	possessed form; inalienably possessed form; feather down / pluma menuda	possessed form: inalienably possessed form: feather down / pluma menuda	<b>1992 Karttunen original:</b> IHHUI-TL possessed form: -IHHUIUH, inalienably possessed form: -IHHUIYŌ feather down / pluma menuda (M)	<b>1992 Karttunen original:</b> possessed form; inalienably possessed form; feather down / pluma menuda
1992-karttunen:001890	general	-ihtepāchyō	itepachyo	only attested in possessed form; pith, soft interior of something / migaja, la parte interior de bolillo, de la caña de la milpa, etc	only attested in possessed form; pith, soft interior of something / migaja, la parte interior de bolillo, de la caña de la milpa, etc	only attested in possessed form: pith, soft interior of something / migaja, la parte interior de bolillo, de la caña de la milpa, etc	<b>1992 Karttunen original:</b> -IHTEPĀCHYŌ only attested in possessed form pith, soft interior of something / migaja, la parte interior de bolillo, de la caña de la milpa, etc. (T)	<b>1992 Karttunen original:</b> only attested in possessed form; pith, soft interior of something / migaja, la parte interior de bolillo, de la caña de la milpa, etc
1992-karttunen:001896	general	-ihteyō	iteyo	necessarily possessed form; entrails / entrañas	necessarily possessed form; entrails / entrañas	necessarily possessed form: entrails / entrañas	<b>1992 Karttunen original:</b> -IHTEYŌ necessarily possessed form entrails / entrañas (Z for –IHTIYŌ)	<b>1992 Karttunen original:</b> necessarily possessed form; entrails / entrañas
1992-karttunen:001925	general	-ihyāca	iyaca	necessarily possessed form; the stench of something / hediondez	necessarily possessed form; the stench of something / hediondez	necessarily possessed form: the stench of something / hediondez	<b>1992 Karttunen original:</b> -IHYĀCA necessarily possessed form the stench of something / hediondez (C)	<b>1992 Karttunen original:</b> necessarily possessed form; the stench of something / hediondez
1992-karttunen:001945	general	ilama-tl	ilamatl	possessed form; old woman / vieja	possessed form; old woman / vieja	possessed form: old woman / vieja	<b>1992 Karttunen original:</b> ILAMA-TL pl: ILAMATQUEH; possessed form -ILAMATCĀUH old woman / vieja (M)	<b>1992 Karttunen original:</b> possessed form; old woman / vieja
1992-karttunen:001977	general	(i)lnāmiqu(i)	ilnamiqui	vrefl,vt; for memory to return, sharpen; to remember, reflect on something / se refrescará la memoria de esto, acordarse de una cosa, imaginar, pensar, reflexionar, considerar	vrefl,vt; for memory to return, sharpen; to remember, reflect on something / se refrescará la memoria de esto, acordarse de una cosa, imaginar, pensar, reflexionar, considerar	vrefl,vt for memory to return, sharpen; to remember, reflect on something / se refrescará la memoria de esto, acordarse de una cosa, imaginar, pensar, reflexionar, considerar	<b>1992 Karttunen original:</b> (I)LNĀMIQU(I) vrefl,vt; pret: (I)LNĀMIC for memory to return, sharpen; to remember, reflect on something / se refrescará la memoria de esto (C for future tense), acordarse de una cosa, imaginar, pensar, reflexionar, considerar (S)	<b>1992 Karttunen original:</b> vrefl,vt; for memory to return, sharpen; to remember, reflect on something / se refrescará la memoria de esto, acordarse de una cosa, imaginar, pensar, reflexionar, considerar
1992-karttunen:001978	general	(i)lnāmiquiliā	ilnamiquilia	applic.; vrefl,vt; for memory to return, sharpen; to remember, reflect on something / se refrescará la memoria de esto, acordarse de una cosa, imaginar, pensar, reflexionar, considerar	applic.; vrefl,vt; for memory to return, sharpen; to remember, reflect on something / se refrescará la memoria de esto, acordarse de una cosa, imaginar, pensar, reflexionar, considerar	applic.; vrefl,vt for memory to return, sharpen; to remember, reflect on something / se refrescará la memoria de esto, acordarse de una cosa, imaginar, pensar, reflexionar, considerar	<b>1992 Karttunen original:</b> (I)LNĀMIQUILIĀ applic. (I)LNĀMIQU(I) (I)LNĀMIQU(I) vrefl,vt; pret: (I)LNĀMIC for memory to return, sharpen; to remember, reflect on something / se refrescará la memoria de esto (C for future tense), acordarse de una cosa, imaginar, pensar, reflexionar, considerar (S)	<b>1992 Karttunen original:</b> applic.; vrefl,vt; for memory to return, sharpen; to remember, reflect on something / se refrescará la memoria de esto, acordarse de una cosa, imaginar, pensar, reflexionar, considerar
1992-karttunen:002032	general	-itcōca	itcoca	necessarily possessed form; that which someone carries, that for which someone is responsible / vasallos, gente menuda o súbditos	necessarily possessed form; that which someone carries, that for which someone is responsible / vasallos, gente menuda o súbditos	necessarily possessed form: that which someone carries, that for which someone is responsible / vasallos, gente menuda o súbditos	<b>1992 Karttunen original:</b> -ITCŌCA necessarily possessed form that which someone carries, that for which someone is responsible / vasallos, gente menuda o súbditos (M for itconi)	<b>1992 Karttunen original:</b> necessarily possessed form; that which someone carries, that for which someone is responsible / vasallos, gente menuda o súbditos
1992-karttunen:002120	general	-īxcohyān	ixcoyan	necessarily possessed form; something of one’s own, something personally owned, proper to oneself or its purpose / propio, personal, particular, solo	necessarily possessed form; something of one’s own, something personally owned, proper to oneself or its purpose / propio, personal, particular, solo	necessarily possessed form: something of one’s own, something personally owned, proper to oneself or its purpose / propio, personal, particular, solo	<b>1992 Karttunen original:</b> -ĪXCOHYĀN necessarily possessed form something of one’s own, something personally owned, proper to oneself or its purpose / propio, personal, particular (S), solo (Z)	<b>1992 Karttunen original:</b> necessarily possessed form; something of one’s own, something personally owned, proper to oneself or its purpose / propio, personal, particular, solo
1992-karttunen:002131	general	īxcuāte-tetl	ixcuate	possessed form; forehead / a su frente, su rostro	possessed form; forehead / a su frente, su rostro	possessed form: forehead / a su frente, su rostro	<b>1992 Karttunen original:</b> ĪXCUĀTE-TETL pl: -MEH; possessed form: -TEUH forehead / a su frente, su rostro (T for possessed form)	<b>1992 Karttunen original:</b> possessed form; forehead / a su frente, su rostro
1992-karttunen:002132	general	-īxcuātlacuaxēl	ixcuatlacuaxel	only attested in possessed form; the part in one’s hair / su raya (del pelo)	only attested in possessed form; the part in one’s hair / su raya (del pelo)	only attested in possessed form: the part in one’s hair / su raya (del pelo)	<b>1992 Karttunen original:</b> -ĪXCUĀTLACUAXĒL only attested in possessed form the part in one’s hair / su raya (del pelo) (T)	<b>1992 Karttunen original:</b> only attested in possessed form; the part in one’s hair / su raya (del pelo)
1992-karttunen:002224	general	īxpilcuetlax-tli	ixpilcuetlaxtli	possessed form; eyelid / su párpado	possessed form; eyelid / su párpado	possessed form: eyelid / su párpado	<b>1992 Karttunen original:</b> ĪXPILCUETLAX-TLI possessed form:-ĪXPILCUETLAXYŌ eyelid / su párpado (Z for possessed form)	<b>1992 Karttunen original:</b> possessed form; eyelid / su párpado
1992-karttunen:002225	general	-īxpilhui-tl	ixpilhuitl	possessed form; eyelash / su péstaña	possessed form; eyelash / su péstaña	possessed form: eyelash / su péstaña	<b>1992 Karttunen original:</b> -ĪXPILHUI-TL possessed form: -ĪX-PILHUIYŌ eyelash / su péstaña (Z for possessed form)	<b>1992 Karttunen original:</b> possessed form; eyelash / su péstaña
1992-karttunen:002238	general	-īxqui	ixqui	only attested in possessed form; the front edge of the eyelid / parte de adentro y de la orilla de su párpado	only attested in possessed form; the front edge of the eyelid / parte de adentro y de la orilla de su párpado	only attested in possessed form: the front edge of the eyelid / parte de adentro y de la orilla de su párpado	<b>1992 Karttunen original:</b> -ĪXQUI only attested in possessed form the front edge of the eyelid / parte de adentro y de la orilla de su párpado (T)	<b>1992 Karttunen original:</b> only attested in possessed form; the front edge of the eyelid / parte de adentro y de la orilla de su párpado
1992-karttunen:002261	general	īxte-tl	ixtetl	possessed form; eye, eyeball / ojo	possessed form; eye, eyeball / ojo	possessed form: eye, eyeball / ojo	<b>1992 Karttunen original:</b> ĪXTE-TL pl: -MEH; posseseed form -TEUH eye, eyeball / ojo (X)	<b>1992 Karttunen original:</b> possessed form; eye, eyeball / ojo
1992-karttunen:002277	general	-īxtlahtlālloh	ixtlatlallo	necessarily possessed form; someone with a dirty face / tiene la cara sucia	necessarily possessed form; someone with a dirty face / tiene la cara sucia	necessarily possessed form: someone with a dirty face / tiene la cara sucia	<b>1992 Karttunen original:</b> -ĪXTLAHTLĀLLOH necessarily possessed form someone with a dirty face / tiene la cara sucia (T)	<b>1992 Karttunen original:</b> necessarily possessed form; someone with a dirty face / tiene la cara sucia
1992-karttunen:002375	general	-māācayō	maacayo	necessarily possessed form; one’s forearm / su antebrazo	necessarily possessed form; one’s forearm / su antebrazo	necessarily possessed form: one’s forearm / su antebrazo	<b>1992 Karttunen original:</b> -MĀĀCAYŌ necessarily possessed form one’s forearm / su antebrazo (Z)	<b>1992 Karttunen original:</b> necessarily possessed form; one’s forearm / su antebrazo
1992-karttunen:002378	general	-māc	mac	necessarily possessed form; in the hands of / en, por mi mano o mis manos, en la mano, en las manos de alguien	necessarily possessed form; in the hands of / en, por mi mano o mis manos, en la mano, en las manos de alguien	necessarily possessed form: in the hands of / en, por mi mano o mis manos, en la mano, en las manos de alguien	<b>1992 Karttunen original:</b> -MĀC necessarily possessed form in the hands of / en, por mi mano o mis manos (S for first pers. sg. possessor), en la mano, en las manos de alguien (S for TĒMĀC) Although this commonly takes only possessive prefixes, in C’s ĀMĀC ‘at the brink of the river,’ it appears to be bound to a noun in the manner of a full postposition. An alternative analysis is ĀMA(I)-TL (M has amaitl ‘inlet, bay’)	<b>1992 Karttunen original:</b> necessarily possessed form; in the hands of / en, por mi mano o mis manos, en la mano, en las manos de alguien
1992-karttunen:002455	general	-mahtlaccānixti	matlaccanixti	necessarly possessed form; in all ten parts of something / en todas diez partes	necessarly possessed form; in all ten parts of something / en todas diez partes	necessarly possessed form: in all ten parts of something / en todas diez partes	<b>1992 Karttunen original:</b> -MAHTLACCĀNIXTI necessarly possessed form in all ten parts of something / en todas diez partes (M)	<b>1992 Karttunen original:</b> necessarly possessed form; in all ten parts of something / en todas diez partes
1992-karttunen:002486	general	-māicnīuh	maicniuh	only attested in possessed form; one’s comrade, fellow laborer / su compañero de trabajo	only attested in possessed form; one’s comrade, fellow laborer / su compañero de trabajo	only attested in possessed form: one’s comrade, fellow laborer / su compañero de trabajo	<b>1992 Karttunen original:</b> -MĀICNĪUH only attested in possessed form one’s comrade, fellow laborer / su compañero de trabajo (T)	<b>1992 Karttunen original:</b> only attested in possessed form; one’s comrade, fellow laborer / su compañero de trabajo
1992-karttunen:002511	general	-māmāyō	mamayo	necessarily possessed form; the branches of a tree / su rama	necessarily possessed form; the branches of a tree / su rama	necessarily possessed form: the branches of a tree / su rama	<b>1992 Karttunen original:</b> -MĀMĀYŌ necessarily possessed form the branches of a tree / su rama (T)	<b>1992 Karttunen original:</b> necessarily possessed form; the branches of a tree / su rama
1992-karttunen:002544	general	-māpōchcopa	mapochcopa	necessarily possessed form; to one’s left-hand side / a la izquierda	necessarily possessed form; to one’s left-hand side / a la izquierda	necessarily possessed form: to one’s left-hand side / a la izquierda	<b>1992 Karttunen original:</b> -MĀPŌCHCOPA necessarily possessed form to one’s left-hand side / a la izquierda (Z)	<b>1992 Karttunen original:</b> necessarily possessed form; to one’s left-hand side / a la izquierda
1992-karttunen:002567	general	-matiyān	matiyan	necessarily possessed form; one’s time, span of personal experience / en mi tiempo	necessarily possessed form; one’s time, span of personal experience / en mi tiempo	necessarily possessed form: one’s time, span of personal experience / en mi tiempo	<b>1992 Karttunen original:</b> -MATIYĀN necessarily possessed form one’s time, span of personal experience / en mi tiempo (M for first pers. Sg. Possessor)	<b>1992 Karttunen original:</b> necessarily possessed form; one’s time, span of personal experience / en mi tiempo
1992-karttunen:002570	general	mātlalhua-tl	matlalhuatl	inalienably possessed form; tendon of the hand, arm / su tendón de la mano	inalienably possessed form; tendon of the hand, arm / su tendón de la mano	inalienably possessed form: tendon of the hand, arm / su tendón de la mano	<b>1992 Karttunen original:</b> MĀTLALHUA-TL inalienably possessed form: -MĀTLALHUAYŌ tendon of the hand, arm / su tendón de la mano (T for possessed form)	<b>1992 Karttunen original:</b> inalienably possessed form; tendon of the hand, arm / su tendón de la mano
1992-karttunen:002573	general	-mātlan	matlan	necessarily possessed form; in the hand of, under the power of / en su mano (en su poder)	necessarily possessed form; in the hand of, under the power of / en su mano (en su poder)	necessarily possessed form: in the hand of, under the power of / en su mano (en su poder)	<b>1992 Karttunen original:</b> -MĀTLAN necessarily possessed form in the hand of, under the power of / en su mano (en su poder) (T)	<b>1992 Karttunen original:</b> necessarily possessed form; in the hand of, under the power of / en su mano (en su poder)
1992-karttunen:002588	general	mātohmi-tl	matomitl	inalienably possessed form; the hair of one’s hands and arms / su pelo de la mano o del brazo	inalienably possessed form; the hair of one’s hands and arms / su pelo de la mano o del brazo	inalienably possessed form: the hair of one’s hands and arms / su pelo de la mano o del brazo	<b>1992 Karttunen original:</b> MĀTOHMI-TL inalienable possessed form: -MĀTOHMIYŌ the hair of one’s hands and arms / su pelo de la mano o del brazo (T)	<b>1992 Karttunen original:</b> inalienably possessed form; the hair of one’s hands and arms / su pelo de la mano o del brazo
1992-karttunen:002610	general	māxtla-tl	maxtlatl	possessed form; breechclout / bragas o cosa semejante	possessed form; breechclout / bragas o cosa semejante	possessed form: breechclout / bragas o cosa semejante	<b>1992 Karttunen original:</b> MĀXTLA-TL possessed form: -MĀXTLI breechclout / bragas o cosa semejante (M)	<b>1992 Karttunen original:</b> possessed form; breechclout / bragas o cosa semejante
1992-karttunen:002619	general	-māyēccāncopa	mayeccancopa	necessarily possessed form; at one’s right hand / a tu mano derecha	necessarily possessed form; at one’s right hand / a tu mano derecha	necessarily possessed form: at one’s right hand / a tu mano derecha	<b>1992 Karttunen original:</b> -MĀYĒCCĀNCOPA necessarily possessed form at one’s right hand / a tu mano derecha (C for second pers. sg. possessor)	<b>1992 Karttunen original:</b> necessarily possessed form; at one’s right hand / a tu mano derecha
1992-karttunen:002626	general	-māyō	mayo	inalienably possessed form; a tree’s crown, its branches and foliage / su rama	inalienably possessed form; a tree’s crown, its branches and foliage / su rama	inalienably possessed form: a tree’s crown, its branches and foliage / su rama	<b>1992 Karttunen original:</b> -MĀYŌ inalienably possessed form of MĀ(I)-TL a tree’s crown, its branches and foliage / su rama (Z)	<b>1992 Karttunen original:</b> inalienably possessed form; a tree’s crown, its branches and foliage / su rama
1992-karttunen:002662	general	-metzācayō	metzacayo	necessarily possessed form; one’s shin bone / su tibia, su canilla, su espinilla	necessarily possessed form; one’s shin bone / su tibia, su canilla, su espinilla	necessarily possessed form: one’s shin bone / su tibia, su canilla, su espinilla	<b>1992 Karttunen original:</b> -METZĀCAYŌ necessarily possessed form one’s shin bone / su tibia, su canilla, su espinilla (Z)	<b>1992 Karttunen original:</b> necessarily possessed form; one’s shin bone / su tibia, su canilla, su espinilla
1992-karttunen:002676	general	-metzīxco	metzixco	necessarily possessed form; sole of one’s foot / planta del pie	necessarily possessed form; sole of one’s foot / planta del pie	necessarily possessed form: sole of one’s foot / planta del pie	<b>1992 Karttunen original:</b> -METZĪXCO necessarily possessed form sole of one’s foot / planta del pie (Z)	<b>1992 Karttunen original:</b> necessarily possessed form; sole of one’s foot / planta del pie
1992-karttunen:002682	general	-metztlampa	metztlampa	necessarily possessed form; sole of one’s foot / planta de pie	necessarily possessed form; sole of one’s foot / planta de pie	necessarily possessed form: sole of one’s foot / planta de pie	<b>1992 Karttunen original:</b> -METZTLAMPA necessarily possessed form sole of one’s foot / planta de pie (Z)	<b>1992 Karttunen original:</b> necessarily possessed form; sole of one’s foot / planta de pie
1992-karttunen:002716	general	-micecuil	micecuil	only attested in possessed form; one’s rib / su Costilla	only attested in possessed form; one’s rib / su Costilla	only attested in possessed form: one’s rib / su Costilla	<b>1992 Karttunen original:</b> -MICECUIL only attested in possessed form one’s rib / su Costilla (T)	<b>1992 Karttunen original:</b> only attested in possessed form; one’s rib / su Costilla
